sample	P057	P054	P052	P050	P049	P048	P047	P046	P044	P043	P042	P039	P037	P036	P035	P034	P029	P028	P027	P014	P007	P006	P003	P002	MSM_L2_F2	MSM_L2_F1	MSM_L2_E8	MSM_L2_E7	MSM_L2_E5	MSM_L2_E3	MSM_L2_E12	MSM_L2_E11	MSM_L2_D9	MSM_L2_D5	MSM_L2_D2	MSM_L2_C9	MSM_L2_C8	MSM_L2_C7	MSM_L2_C6	MSM_L2_C2	MSM_L2_C1	MSM_L2_B9	MSM_L2_B8	MSM_L2_B6	MSM_L2_B5	MSM_L2_B12	MSM_L2_B11	MSM_L2_A8	MSM_L2_A5	MSM_L2_A1	MSM_L2_A12	MSM_L2_A10
Blautia_faecis|t__SGB4820	0.01821	0.0	0.0	0.0	0.15254	0.02594	0.0	0.00959	0.02993	0.02062	0.01621	0.00816	0.01826	0.01497	0.00453	0.0	0.0	0.012	0.05221	0.01263	0.02737	0.0	0.10434	0.04019	0.02636	0.05565	0.00702	0.00299	0.0624	0.00358	0.16302	0.00739	0.0	0.03043	0.0	0.00678	0.00589	0.00517	0.0	0.00037	0.00268	0.01468	0.0	0.00643	0.01523	0.01399	0.00448	0.00739	0.00572	0.0	0.02323	0.01041
Blautia_glucerasea|t__SGB4816	0.02249	0.0	0.0	0.0	0.00087	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00206	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00795	0.0	0.0687	0.0	0.0	0.0	0.0	0.00178	0.01585	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00638	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Blautia_hydrogenotrophica|t__SGB4677	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04646	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Blautia_massiliensis|t__SGB4826_group	0.00144	0.0	0.00508	0.00092	0.00912	0.02583	0.0	0.0	0.08998	0.02225	0.00393	0.06862	0.02367	0.00233	0.01166	0.0	0.0	0.00441	0.03812	0.02137	0.00231	0.0	0.22897	0.00293	1.42908	0.00757	0.0	0.00311	0.23935	0.05554	0.00095	0.01713	0.01378	0.07635	0.77065	0.0012	0.00054	0.0018	0.32782	0.06103	0.00342	0.11946	0.0	0.11536	0.05655	0.0	0.0017	0.00645	0.00759	0.00191	0.02322	0.01075
Blautia_obeum|t__SGB4809	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00547	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23956	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00054	0.0	0.0	0.0	0.0	0.00556
Blautia_obeum|t__SGB4811_group	0.0	0.0	0.0	0.0	0.00409	0.00602	0.0	0.0	0.00718	0.04896	0.00331	0.02252	0.01276	0.00803	0.05011	0.00299	0.0	0.02344	0.0	0.00035	0.0061	0.0	0.1088	0.02761	0.00378	0.01912	0.0	0.0	0.10513	0.00524	0.01154	0.0	0.00229	0.0	0.0	0.00469	0.00519	0.0	0.0	0.00641	0.00179	0.00972	0.0	0.05129	0.00415	0.0	0.00035	0.02018	0.00347	0.00209	0.00191	0.01693
Blautia_schinkii|t__SGB4825	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00299	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00173	0.0	0.02763	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00266	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Blautia_sp_AF19_10LB|t__SGB4810	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05518	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00041	0.0	0.0	0.0048	0.0	0.0	0.0	0.0
Blautia_sp_An81|t__SGB4800	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03886	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Blautia_sp_MSK_20_85|t__SGB4828_group	0.0	0.0	0.0	0.0	0.04765	0.08249	0.0	0.0	0.02539	0.08637	0.0	0.02629	0.0	0.00211	0.0	0.00761	0.0	0.0	0.0	0.0	0.0	0.00071	0.0	0.01881	0.0	0.01889	0.0	0.0	0.07046	0.02765	0.0	0.02009	0.0	0.01208	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0016	0.002	0.0	0.0	0.0	0.0	0.0	0.00044	0.0	0.00575	0.03133
Blautia_sp_MSK_21_1|t__SGB4829	0.0	0.0	0.0	0.0	0.08228	0.03905	0.0	0.0	0.01091	0.0	0.0	0.07275	0.0	0.0	0.00106	0.0	0.0	0.0	0.0	0.169	0.00392	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01107	0.00243	0.0194	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00867	0.0	0.00262	0.0	0.00364	0.00836	0.0	0.0	0.0	0.01202
Blautia_sp_OF03_15BH|t__SGB4779	0.00199	0.0	0.0023	0.0	0.00139	0.00148	0.0	0.0	0.00283	0.00098	0.0	0.0	0.00274	0.00026	0.0	0.0	0.0	0.0	0.00067	0.0	0.00046	0.0	0.00333	0.0	0.0	0.0	0.0	0.0	0.00075	0.00151	0.0	0.0	0.00034	0.0	0.0	0.00895	0.00265	0.0	0.0	0.0	0.0	0.00067	0.0	0.0	0.00014	0.0	0.00156	0.0	0.00142	0.0	0.0	0.00578
Blautia_wexlerae|t__SGB4837_group	0.14233	0.00434	0.02008	0.00012	0.19069	0.05439	0.0	0.03613	0.09204	0.11323	0.02956	0.37447	0.04217	0.01699	0.01856	0.00881	0.00015	0.0678	0.04468	0.24139	0.01372	0.00414	0.42271	0.00984	0.03533	0.06488	0.02102	0.01153	0.33062	0.19262	0.06239	0.01658	0.02254	0.03742	0.0	0.01388	0.04269	0.01964	0.20296	0.08107	0.0191	0.10647	0.01433	0.0347	0.10302	0.00585	0.02157	0.00467	0.02414	0.00873	0.02339	0.04051
Butyrivibrio_crossotus|t__SGB5065	0.0	0.0	0.0	0.0	0.0	0.13079	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.92834	0.0	0.0	0.0	0.0	0.0	0.77754	0.87659	0.0	0.0	1.15671	0.0	0.0	0.0	0.0	0.0	10.16574	0.0	0.0	0.0	0.0	0.0	0.0	4.99961	0.0	0.0	0.0	0.0	0.0	0.0	4.35711	0.93298	0.03553	0.2803	0.0	0.56546	0.0	2.00664	0.0
Catenibacillus_scindens|t__SGB59869	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00412	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01467	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00084	0.0	0.0	0.0	0.01094	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Coprococcus_SGB5116|t__SGB5116	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00822	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Coprococcus_catus|t__SGB4670	0.00875	0.0	0.00337	0.0	0.10202	0.01299	0.0	0.00978	0.04486	0.01133	0.0	0.01099	0.01569	0.01189	0.00201	0.00564	0.0	0.0	0.02549	0.02492	0.00123	0.00721	0.04043	0.03027	0.06657	0.07149	0.01818	0.00972	0.07483	0.0	0.03883	0.0	0.01071	0.11157	0.0	0.04192	0.00334	0.00975	0.0	0.0	0.0006	0.0083	0.0	0.02108	0.02697	0.00564	0.01023	0.00429	0.0012	0.00511	0.00871	0.01337
Coprococcus_comes|t__SGB4577_group	0.79822	0.00951	0.13882	0.06485	0.63398	0.10044	0.05044	0.55392	0.49244	0.40132	0.4849	0.62655	0.07091	0.14982	0.06607	0.11826	0.05633	0.48381	0.17649	0.16309	0.32653	0.15747	1.2625	0.17301	1.19648	0.10773	0.09813	0.19613	0.19286	0.10364	0.09879	0.0	0.20232	0.7554	0.0	0.10133	0.10852	0.2773	0.0	0.20295	0.1748	0.28248	0.2026	0.10771	0.08252	0.13127	0.2724	0.38583	0.2957	0.11727	0.45394	0.07516
Coprococcus_eutactus|t__SGB5117	0.0	0.0	0.0	0.0	1.76239	0.0	0.0	0.0	1.37604	0.24399	0.0	0.0	0.0	0.021	0.0	0.0	0.0	0.0	0.0	0.0	2.03106	0.0	0.4498	1.29693	0.0	2.24526	0.11458	0.36574	0.0	0.0	0.0	0.0	0.0	0.27331	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.47341	0.0709	0.21249	0.21652	0.00405	0.29813	1.20331	0.03332	0.46575	0.00541
Coprococcus_eutactus|t__SGB5118	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04123	0.0	0.0	0.0	0.0	0.0	1.07499	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Coprococcus_eutactus|t__SGB5121	0.0	0.0	0.0	0.0	0.0	4e-05	0.0	0.0	0.0	0.17006	0.0	0.02166	0.0	0.02275	0.0	0.0	0.0	0.0	0.0	2.21038	0.16932	0.19047	0.0	0.03039	0.04808	0.0	0.11106	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5882	0.0	0.0	0.4872	0.0	0.0	0.0	0.06164	0.01472	0.02048	0.0	0.0	0.0	0.00531	0.0	0.00095
Coprococcus_sp_OM04_5BH|t__SGB5115	0.0	0.0	0.0	0.0	0.0	0.43538	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0612	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.35465	0.0	0.0	0.0	0.0	0.0
Dorea_formicigenerans|t__SGB4575	0.02146	0.00223	0.0	0.00279	0.08044	0.04311	0.00337	0.02447	0.09981	0.04235	0.03675	0.04388	0.04481	0.03317	0.01	0.00713	0.00198	0.01761	0.27018	0.08933	0.01351	0.0133	0.11799	0.02485	0.17472	0.11859	0.00163	0.01154	0.03078	0.0	0.0	0.00162	0.02002	0.09347	0.0	0.0	0.00568	0.02267	0.00413	0.00146	0.00475	0.10335	0.00537	0.01247	0.01992	0.00723	0.01676	0.01221	0.00857	0.01328	0.0102	0.02677
Dorea_longicatena|t__SGB4581	0.04608	0.02873	0.1976	0.02303	0.29446	0.33042	0.01126	0.38215	0.33406	0.72664	0.0719	1.79056	0.15766	0.09135	0.15845	0.08558	0.01324	0.07565	0.44077	0.17049	0.06858	0.07344	1.27282	0.09978	1.42408	0.01689	0.03909	0.01282	0.41992	0.07352	0.02799	0.0	0.00888	0.06195	0.0	0.00887	0.05107	0.03015	0.0	0.44466	0.00415	0.26378	0.19651	0.09983	0.05161	0.01171	0.01115	0.19533	0.06748	0.01575	0.46491	0.09052
Dorea_longicatena|t__SGB4582_group	0.01037	0.0	0.0	0.00932	0.0	0.00488	0.0	0.00282	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03828	0.01954	0.06583	0.0	0.2604	0.0	0.04311	0.0	0.0	0.0124	0.07494	0.0	0.0	0.0	0.0	0.0	0.01652	0.0	0.0	0.0	0.00038	0.01238	0.0	0.0	0.00049	0.0	0.0	0.0	0.00268	0.0	0.0	0.00353	0.0	0.0	0.0	0.0
Dorea_sp_AF24_7LB|t__SGB4571	0.0	0.0	0.0	0.0	0.00244	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00277	0.0	0.0	0.0	0.0	0.00088	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01124	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00502	0.0	0.00013	0.0	0.0	0.0
Dorea_sp_AF36_15AT|t__SGB4552_group	0.0	0.0	0.00102	0.00119	0.00459	0.0	0.0	0.03448	0.00794	0.00226	0.00375	0.04312	0.00625	0.0	0.0	0.0	0.0	0.00183	0.02745	0.0	0.0	0.00014	0.05604	0.0	0.12905	0.00051	0.0	0.0	0.00143	0.0007	0.0	0.0	0.0066	0.00071	0.0	0.0	0.0	0.0056	0.0	0.0075	0.00039	0.00076	0.00014	0.00073	0.0	0.00065	0.00272	0.0	0.0	0.0	0.00375	0.0
Eisenbergiella_tayi|t__SGB4988	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01838	0.0	0.00497	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22224	0.0	0.0	0.0	0.0	0.00093	0.0	0.0	0.0	0.0	0.0	0.0	0.02216	0.0	0.0	0.2485	0.0	0.0	0.0	0.0	0.0	0.00221	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Enterocloster_aldensis|t__SGB4762	0.0	0.0	0.0	0.0	0.0	0.00063	0.0	0.0	0.0	0.0	0.0	0.0	0.00139	0.0	0.0013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00074	0.0	0.0	0.0	0.0	0.0	0.0	0.0495	0.0	0.0	0.0	0.0	0.0	0.00326	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Enterocloster_asparagiformis|t__SGB4724	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12962	0.0	0.01193	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00097	0.0	0.0	0.00361	0.0	0.0	0.0	8e-05	0.0	0.0	0.0	0.0	0.0	0.00996	0.0	0.0	0.0	0.0	0.0
Enterocloster_bolteae|t__SGB4758_group	0.0	0.0	0.0	0.0	0.00945	0.0	0.0	0.0	0.0	0.0	0.00265	0.0	0.0013	0.0	0.0	0.0	0.0	0.0	0.00206	0.0	0.0	0.0	0.0	0.04759	0.00829	0.01309	0.0	0.0	0.00088	0.0	0.00248	0.03833	0.0	0.0	0.01838	0.0	0.0	0.00334	0.69186	0.00164	0.00064	0.0	0.0	0.0	0.0	0.0	0.00647	0.0	0.0	0.00643	0.0	0.0
Enterocloster_citroniae|t__SGB4761	0.0	0.0	0.0	0.0	0.00164	0.0	0.0	0.0	0.0	0.0	0.09723	0.00117	0.02639	0.0	0.00158	0.0	0.0	0.01437	0.0	0.0	0.0	0.00128	0.0	0.0	0.00154	0.01369	0.0	0.0	0.0	0.0	0.0	0.02337	0.0	0.00056	0.0	0.0	0.0017	0.0	0.0	0.0	0.00541	0.0	0.0	0.0	0.0	0.0	0.00557	0.0	0.0	0.00114	0.0	0.0
Enterocloster_clostridioformis|t__SGB4760	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18911	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01077	0.0	0.0	12.26984	0.07518	0.0	0.0	0.2697	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Enterocloster_lavalensis|t__SGB4725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0241	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00043	0.00395	0.01852	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00123	0.03186	0.0	0.0	0.0	0.0	0.0	0.00158	0.0	0.0	0.0	0.0	0.01118	0.0	0.0
Faecalicatena_contorta|t__SGB4613	0.0	0.0	0.0	0.0	0.00033	0.0	0.0	0.00094	0.0	0.0	0.05717	0.0	0.00364	0.0	0.00073	0.0	0.0	0.0	0.0	0.00087	0.0	0.0	0.0	0.0	0.01116	0.00488	0.0	0.0	0.0	0.00704	0.0	0.0	0.0	0.00254	0.0	0.0	0.00431	0.0	0.0	0.0	0.0006	0.0	0.0	0.0	0.0	0.0	0.00071	0.0	0.0	0.0	0.0	0.0
Faecalicatena_fissicatena|t__SGB4871_group	0.02514	0.0	0.00304	0.0	0.01352	0.01083	0.0	9e-05	0.0	0.01394	0.0	0.05467	0.011	0.00731	0.0	0.0	0.0	0.04593	0.00928	0.00262	0.0	7e-05	0.00395	0.32578	0.0	0.23089	0.02132	0.0	0.00995	0.11118	0.0	0.0223	0.0	0.0885	0.0	0.02031	0.01739	0.08432	0.0	0.01958	0.00209	0.00527	0.0	0.00961	0.02868	0.00224	0.46554	0.03019	0.0	0.0	0.02467	0.00078
Fusicatenibacter_saccharivorans|t__SGB4874	0.03712	0.00354	0.02916	0.0	0.08373	0.05689	0.0	0.00507	0.0597	0.06295	0.00097	0.03323	0.17547	0.04358	0.12196	0.01853	0.00162	0.0123	0.06984	0.56311	0.01951	0.00734	1.3462	0.08219	1.06739	2.22288	0.03337	0.05433	1.09979	0.01019	0.2683	0.03839	0.03371	0.22177	0.0	0.05748	0.01364	0.02937	0.0	0.24403	0.17309	0.13632	0.0001	0.16923	0.07021	0.01039	0.73194	0.32315	0.02149	0.34254	0.45673	0.13426
GGB28791_SGB41444|t__SGB41444	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0057	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB28828_SGB41484|t__SGB41484	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01737	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB29005_SGB41723|t__SGB41723	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00853	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB3433_SGB4573|t__SGB4573_group	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00141	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB3463_SGB4621|t__SGB4621	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00055	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00377	0.00632	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB3474_SGB4637|t__SGB4637	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00564	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB3523_SGB4703|t__SGB4703	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02805	0.0	0.0
GGB3537_SGB4727|t__SGB4727	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04618	0.0	0.0	0.0	0.03079	0.0	0.0	0.0	0.0	6e-05	0.0	0.0	0.0	0.0	0.00891	0.0	0.0	0.0	0.0	0.0	0.00902	0.0	0.0	0.0	0.0	0.0	0.0	5e-05	0.0	0.02727	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB3570_SGB4777|t__SGB4777	0.0	0.0	0.0	0.0	0.0	0.05386	0.0	0.00038	0.02946	0.07094	0.0	0.10838	0.0115	0.16061	0.00926	0.01815	0.0	0.0	0.01056	0.04517	0.02785	0.03002	0.22679	0.06498	0.0	0.02977	0.02049	0.05557	0.72385	0.007	0.03395	0.0	0.0	0.18962	0.0	0.0	0.08056	0.07323	0.0	0.0124	0.07646	0.11676	0.00614	0.00111	0.20169	0.04006	0.04221	0.18483	0.05546	0.0	0.02786	0.03633
GGB3571_SGB4778|t__SGB4778	0.0	0.0	0.01713	0.0	0.03351	0.02341	0.0	0.01043	0.02961	0.03103	0.0	0.0189	0.00907	0.03372	0.02505	0.05252	0.00039	0.00632	0.0	0.06227	0.01944	0.01601	0.06362	0.01889	0.00107	0.02791	0.02713	0.02457	0.15325	0.04256	0.12191	0.0	0.01144	0.09219	0.0	0.00729	0.05099	0.05272	0.0	0.02661	0.03963	0.09764	0.01878	0.00953	0.036	0.02328	0.1096	0.0512	0.04007	0.01584	0.00986	0.05406
GGB3614_SGB4886|t__SGB4886	0.09226	0.0	0.0	0.0	0.01813	1.3411	0.0	0.00163	0.21272	0.00171	0.01284	0.00668	0.0379	0.18573	0.03272	0.0	0.0	0.0	0.0	0.08689	0.00692	0.63927	0.0133	0.0127	0.0	0.0	0.7619	0.22571	1.11422	0.22819	0.0	0.0	0.0	0.86791	0.0	0.0	0.06848	0.88415	0.0	0.0	0.27871	0.09264	0.00553	0.00505	0.0	0.6516	0.04533	0.04366	0.14393	0.0	0.31227	0.02713
GGB3617_SGB4891|t__SGB4891	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7675	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11395	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB3623_SGB4900|t__SGB4900	0.0	0.0	0.0	0.0	0.0	0.7656	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11058	0.0	0.0	0.0	0.0	0.0	0.0	0.00168	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11325
GGB3632_SGB4920|t__SGB4920	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00132	0.0	0.3791	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB3632_SGB4921|t__SGB4921	0.04107	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27306	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB3637_SGB4930|t__SGB4930	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00527	0.0	0.0	0.0	0.0	0.0	0.0	0.00232	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00285	0.03829	0.0	0.20407	0.0	0.0	0.0	0.0	0.0
GGB3677_SGB4990|t__SGB4990	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09217	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06842	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GGB3678_SGB4991|t__SGB4991	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02197	0.0	0.0	0.0	0.23056	0.0	0.0	0.0	0.0	0.00966	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
